Order ID,Restaurant Name,Location,Order Time,Delivery Time,Delivery Duration (min),Pizza Size,Pizza Type,Toppings Count,Distance (km),Traffic Level,Payment Method,Is Peak Hour,Is Weekend,Delivery Efficiency (min/km),Topping Density,Order Month,Payment Category,Estimated Duration (min),Delay (min),Is Delayed,Pizza Complexity,Traffic Impact,Order Hour,Restaurant Avg Time
ORD035,Marco's Pizza,"Seattle, WA",2024-02-05 19:00:00,2024-02-05 19:25:00,25,Medium,Non-Veg,3,3.0,Low,UPI,True,False,8.333333333333334,1.0,February,Online,7.199999999999999,17.8,False,6,1,19,30.28645833333333
ORD036,Domino's,"Houston, TX",2024-02-06 18:45:00,2024-02-06 19:10:00,25,Large,Veg,4,4.5,Medium,Card,True,False,5.555555555555555,0.8888888888888888,February,Online,10.8,14.2,False,12,2,18,30.25943396226415
ORD037,Papa John's,"Phoenix, AZ",2024-02-07 20:00:00,2024-02-07 20:25:00,25,Medium,Non-Veg,3,3.0,High,UPI,True,False,8.333333333333334,1.0,February,Online,7.199999999999999,17.8,False,6,3,20,28.18627450980392
ORD038,Little Caesars,"Atlanta, GA",2024-02-08 19:30:00,2024-02-08 19:50:00,20,Small,Vegan,2,2.5,Low,Cash,True,False,8.0,0.8,February,Offline,6.0,14.0,False,2,1,19,28.84422110552764
ORD039,Pizza Hut,"Dallas, TX",2024-02-09 18:15:00,2024-02-09 18:40:00,25,XL,Cheese Burst,5,4.0,Medium,Wallet,True,False,6.25,1.25,February,Online,9.6,15.4,False,20,2,18,29.94845360824742
ORD040,Marco's Pizza,"Seattle, WA",2024-02-10 14:30:00,2024-02-10 14:50:00,20,Medium,Non-Veg,3,3.5,High,Card,False,True,5.714285714285714,0.8571428571428571,February,Online,8.4,11.6,False,6,3,14,30.28645833333333
ORD041,Domino's,"Denver, CO",2024-02-11 19:00:00,2024-02-11 19:20:00,20,Large,Veg,4,4.0,Low,UPI,True,True,5.0,1.0,February,Online,9.6,10.4,False,12,1,19,30.25943396226415
ORD042,Papa John's,"Boston, MA",2024-02-12 20:15:00,2024-02-12 20:40:00,25,Small,Vegan,2,2.0,Medium,Cash,True,False,12.5,1.0,February,Offline,4.8,20.2,False,2,2,20,28.18627450980392
ORD043,Little Caesars,"Dallas, TX",2024-02-13 18:30:00,2024-02-13 18:50:00,20,Medium,Non-Veg,3,3.0,High,Wallet,True,False,6.666666666666667,1.0,February,Online,7.199999999999999,12.8,False,6,3,18,28.84422110552764
ORD044,Pizza Hut,"Los Angeles, CA",2024-02-14 19:45:00,2024-02-14 20:10:00,25,XL,Cheese Burst,5,5.0,Low,Card,True,False,5.0,1.0,February,Online,12.0,13.0,False,20,1,19,29.94845360824742
ORD045,Marco's Pizza,"Chicago, IL",2024-02-15 13:00:00,2024-02-15 13:20:00,20,Medium,Non-Veg,3,3.5,Medium,UPI,False,False,5.714285714285714,0.8571428571428571,February,Online,8.4,11.6,False,6,2,13,30.28645833333333
ORD046,Domino's,"Miami, FL",2024-02-16 18:30:00,2024-02-16 18:50:00,20,Large,Veg,4,4.0,High,Cash,True,False,5.0,1.0,February,Offline,9.6,10.4,False,12,3,18,30.25943396226415
ORD047,Papa John's,"Dallas, TX",2024-02-17 20:00:00,2024-02-17 20:25:00,25,Medium,Non-Veg,3,3.0,Low,Wallet,True,True,8.333333333333334,1.0,February,Online,7.199999999999999,17.8,False,6,1,20,28.18627450980392
ORD048,Little Caesars,"Houston, TX",2024-02-18 19:15:00,2024-02-18 19:35:00,20,Small,Vegan,2,2.5,Medium,Card,True,True,8.0,0.8,February,Online,6.0,14.0,False,2,2,19,28.84422110552764
ORD049,Pizza Hut,"Phoenix, AZ",2024-02-19 20:30:00,2024-02-19 20:55:00,25,XL,Cheese Burst,5,4.5,High,UPI,True,False,5.555555555555555,1.111111111111111,February,Online,10.8,14.2,False,20,3,20,29.94845360824742
ORD050,Marco's Pizza,"Atlanta, GA",2024-02-20 14:45:00,2024-02-20 15:05:00,20,Medium,Non-Veg,3,3.0,Low,Cash,False,False,6.666666666666667,1.0,February,Offline,7.199999999999999,12.8,False,6,1,14,30.28645833333333
ORD051,Domino's,"Seattle, WA",2024-02-21 19:00:00,2024-02-21 19:20:00,20,Large,Veg,4,4.0,Medium,Wallet,True,False,5.0,1.0,February,Online,9.6,10.4,False,12,2,19,30.25943396226415
ORD052,Papa John's,"Denver, CO",2024-02-22 20:15:00,2024-02-22 20:40:00,25,Small,Vegan,2,2.0,High,Card,True,False,12.5,1.0,February,Online,4.8,20.2,False,2,3,20,28.18627450980392
ORD053,Little Caesars,"Boston, MA",2024-02-23 18:30:00,2024-02-23 18:50:00,20,Medium,Non-Veg,3,3.5,Low,UPI,True,False,5.714285714285714,0.8571428571428571,February,Online,8.4,11.6,False,6,1,18,28.84422110552764
ORD054,Pizza Hut,"Chicago, IL",2024-02-24 19:45:00,2024-02-24 20:10:00,25,XL,Cheese Burst,5,4.0,Medium,Cash,True,True,6.25,1.25,February,Offline,9.6,15.4,False,20,2,19,29.94845360824742
ORD055,Marco's Pizza,"Miami, FL",2024-02-25 13:00:00,2024-02-25 13:20:00,20,Medium,Non-Veg,3,3.0,High,Wallet,False,True,6.666666666666667,1.0,February,Online,7.199999999999999,12.8,False,6,3,13,30.28645833333333
ORD056,Domino's,"Los Angeles, CA",2024-02-26 18:30:00,2024-02-26 18:50:00,20,Large,Veg,4,4.5,Low,Card,True,False,4.444444444444445,0.8888888888888888,February,Online,10.8,9.200000000000001,False,12,1,18,30.25943396226415
ORD057,Papa John's,"Phoenix, AZ",2024-02-27 20:00:00,2024-02-27 20:25:00,25,Medium,Non-Veg,3,3.0,High,UPI,True,False,8.333333333333334,1.0,February,Online,7.199999999999999,17.8,False,6,3,20,28.18627450980392
ORD058,Little Caesars,"Atlanta, GA",2024-02-28 19:15:00,2024-02-28 19:35:00,20,Small,Vegan,2,2.5,Low,Cash,True,False,8.0,0.8,February,Offline,6.0,14.0,False,2,1,19,28.84422110552764
ORD059,Pizza Hut,"Dallas, TX",2024-02-29 20:30:00,2024-02-29 20:55:00,25,XL,Cheese Burst,5,4.0,Medium,Wallet,True,False,6.25,1.25,February,Online,9.6,15.4,False,20,2,20,29.94845360824742
ORD060,Marco's Pizza,"Seattle, WA",2024-03-01 14:45:00,2024-03-01 15:05:00,20,Medium,Non-Veg,3,3.5,High,Card,False,False,5.714285714285714,0.8571428571428571,March,Online,8.4,11.6,False,6,3,14,30.28645833333333
ORD061,Domino's,"Denver, CO",2024-03-02 19:00:00,2024-03-02 19:20:00,20,Large,Veg,4,4.0,Low,UPI,True,True,5.0,1.0,March,Online,9.6,10.4,False,12,1,19,30.25943396226415
ORD062,Papa John's,"Boston, MA",2024-03-03 20:15:00,2024-03-03 20:40:00,25,Small,Vegan,2,2.0,Medium,Cash,True,True,12.5,1.0,March,Offline,4.8,20.2,False,2,2,20,28.18627450980392
ORD063,Little Caesars,"Dallas, TX",2024-03-04 18:30:00,2024-03-04 18:50:00,20,Medium,Non-Veg,3,3.0,High,Wallet,True,False,6.666666666666667,1.0,March,Online,7.199999999999999,12.8,False,6,3,18,28.84422110552764
ORD064,Pizza Hut,"Los Angeles, CA",2024-03-05 19:45:00,2024-03-05 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Card,True,False,5.555555555555555,1.111111111111111,March,Online,10.8,14.2,False,20,1,19,29.94845360824742
ORD065,Marco's Pizza,"Chicago, IL",2024-03-06 13:00:00,2024-03-06 13:20:00,20,Medium,Non-Veg,3,3.5,Low,Card,False,False,5.714285714285714,0.8571428571428571,March,Online,8.4,11.6,False,6,1,13,30.28645833333333
ORD066,Domino's,"Miami, FL",2024-03-07 18:30:00,2024-03-07 18:50:00,20,Large,Veg,4,4.0,High,Card,True,False,5.0,1.0,March,Online,9.6,10.4,False,12,3,18,30.25943396226415
ORD067,Papa John's,"Dallas, TX",2024-03-08 20:00:00,2024-03-08 20:25:00,25,Medium,Non-Veg,3,3.5,Medium,UPI,True,False,7.142857142857143,0.8571428571428571,March,Online,8.4,16.6,False,6,2,20,28.18627450980392
ORD068,Little Caesars,"Chicago, IL",2024-03-09 19:15:00,2024-03-09 19:35:00,20,Small,Vegan,2,2.5,Low,Cash,True,True,8.0,0.8,March,Offline,6.0,14.0,False,2,1,19,28.84422110552764
ORD069,Pizza Hut,"Phoenix, AZ",2024-03-10 19:45:00,2024-03-10 20:10:00,25,XL,Cheese Burst,5,4.5,High,Wallet,True,True,5.555555555555555,1.111111111111111,March,Online,10.8,14.2,False,20,3,19,29.94845360824742
ORD070,Marco's Pizza,"Atlanta, GA",2024-03-11 13:00:00,2024-03-11 13:20:00,20,Medium,Non-Veg,3,3.0,Low,Card,False,False,6.666666666666667,1.0,March,Online,7.199999999999999,12.8,False,6,1,13,30.28645833333333
ORD071,Domino's,"Seattle, WA",2024-03-12 18:30:00,2024-03-12 18:50:00,20,Large,Veg,4,4.0,Medium,UPI,True,False,5.0,1.0,March,Online,9.6,10.4,False,12,2,18,30.25943396226415
ORD072,Papa John's,"Denver, CO",2024-03-13 20:15:00,2024-03-13 20:40:00,25,Small,Vegan,2,2.0,High,Cash,True,False,12.5,1.0,March,Offline,4.8,20.2,False,2,3,20,28.18627450980392
ORD073,Little Caesars,"Boston, MA",2024-03-14 18:30:00,2024-03-14 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,True,False,5.714285714285714,0.8571428571428571,March,Online,8.4,11.6,False,6,1,18,28.84422110552764
ORD074,Pizza Hut,"Chicago, IL",2024-03-15 19:45:00,2024-03-15 20:10:00,25,XL,Cheese Burst,5,4.0,Medium,Card,True,False,6.25,1.25,March,Online,9.6,15.4,False,20,2,19,29.94845360824742
ORD075,Marco's Pizza,"Miami, FL",2024-03-16 13:00:00,2024-03-16 13:20:00,20,Medium,Non-Veg,3,3.0,High,UPI,False,True,6.666666666666667,1.0,March,Online,7.199999999999999,12.8,False,6,3,13,30.28645833333333
ORD076,Domino's,"Los Angeles, CA",2024-03-17 18:30:00,2024-03-17 18:50:00,20,Large,Veg,4,4.5,Low,Cash,True,True,4.444444444444445,0.8888888888888888,March,Offline,10.8,9.200000000000001,False,12,1,18,30.25943396226415
ORD077,Papa John's,"Phoenix, AZ",2024-03-18 20:00:00,2024-03-18 20:25:00,25,Medium,Non-Veg,3,3.0,High,Wallet,True,False,8.333333333333334,1.0,March,Online,7.199999999999999,17.8,False,6,3,20,28.18627450980392
ORD078,Little Caesars,"Atlanta, GA",2024-03-19 19:15:00,2024-03-19 19:35:00,20,Small,Vegan,2,2.5,Low,Card,True,False,8.0,0.8,March,Online,6.0,14.0,False,2,1,19,28.84422110552764
ORD079,Pizza Hut,"Dallas, TX",2024-03-20 19:45:00,2024-03-20 20:10:00,25,XL,Cheese Burst,5,4.0,Medium,UPI,True,False,6.25,1.25,March,Online,9.6,15.4,False,20,2,19,29.94845360824742
ORD080,Marco's Pizza,"Seattle, WA",2024-03-21 13:00:00,2024-03-21 13:20:00,20,Medium,Non-Veg,3,3.5,High,Cash,False,False,5.714285714285714,0.8571428571428571,March,Offline,8.4,11.6,False,6,3,13,30.28645833333333
ORD081,Domino's,"Denver, CO",2024-03-22 18:30:00,2024-03-22 18:50:00,20,Large,Veg,4,4.0,Low,Wallet,True,False,5.0,1.0,March,Online,9.6,10.4,False,12,1,18,30.25943396226415
ORD082,Papa John's,"Boston, MA",2024-03-23 20:15:00,2024-03-23 20:40:00,25,Small,Vegan,2,2.0,High,Card,True,True,12.5,1.0,March,Online,4.8,20.2,False,2,3,20,28.18627450980392
ORD083,Little Caesars,"Dallas, TX",2024-03-24 18:30:00,2024-03-24 18:50:00,20,Medium,Non-Veg,3,3.0,High,UPI,True,True,6.666666666666667,1.0,March,Online,7.199999999999999,12.8,False,6,3,18,28.84422110552764
ORD084,Pizza Hut,"Los Angeles, CA",2024-03-25 19:45:00,2024-03-25 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,True,False,5.555555555555555,1.111111111111111,March,Offline,10.8,14.2,False,20,1,19,29.94845360824742
ORD085,Marco's Pizza,"Chicago, IL",2024-03-26 13:00:00,2024-03-26 13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,False,False,5.714285714285714,0.8571428571428571,March,Online,8.4,11.6,False,6,2,13,30.28645833333333
ORD086,Domino's,"Miami, FL",2024-03-27 18:30:00,2024-03-27 18:50:00,20,Large,Veg,4,4.0,High,Card,True,False,5.0,1.0,March,Online,9.6,10.4,False,12,3,18,30.25943396226415
ORD087,Papa John's,"Dallas, TX",2024-03-28 20:00:00,2024-03-28 20:25:00,25,Medium,Non-Veg,3,3.0,Low,UPI,True,False,8.333333333333334,1.0,March,Online,7.199999999999999,17.8,False,6,1,20,28.18627450980392
ORD088,Little Caesars,"Houston, TX",2024-03-29 19:15:00,2024-03-29 19:35:00,20,Small,Vegan,2,2.5,Low,Cash,True,False,8.0,0.8,March,Offline,6.0,14.0,False,2,1,19,28.84422110552764
ORD089,Pizza Hut,"Phoenix, AZ",2024-03-30 19:45:00,2024-03-30 20:10:00,25,XL,Cheese Burst,5,4.5,High,Wallet,True,True,5.555555555555555,1.111111111111111,March,Online,10.8,14.2,False,20,3,19,29.94845360824742
ORD090,Marco's Pizza,"Atlanta, GA",2024-03-31 13:00:00,2024-03-31 13:20:00,20,Medium,Non-Veg,3,3.0,Medium,Card,False,True,6.666666666666667,1.0,March,Online,7.199999999999999,12.8,False,6,2,13,30.28645833333333
ORD091,Domino's,"Seattle, WA",2024-04-01 18:30:00,2024-04-01 18:50:00,20,Large,Veg,4,4.0,Low,UPI,True,False,5.0,1.0,April,Online,9.6,10.4,False,12,1,18,30.25943396226415
ORD092,Papa John's,"Denver, CO",2024-04-02 20:15:00,2024-04-02 20:40:00,25,Small,Vegan,2,2.0,High,Cash,True,False,12.5,1.0,April,Offline,4.8,20.2,False,2,3,20,28.18627450980392
ORD093,Little Caesars,"Boston, MA",2024-04-03 18:30:00,2024-04-03 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,True,False,5.714285714285714,0.8571428571428571,April,Online,8.4,11.6,False,6,1,18,28.84422110552764
ORD094,Pizza Hut,"Chicago, IL",2024-04-04 19:45:00,2024-04-04 20:10:00,25,XL,Cheese Burst,5,4.0,Medium,Card,True,False,6.25,1.25,April,Online,9.6,15.4,False,20,2,19,29.94845360824742
ORD095,Marco's Pizza,"Miami, FL",2024-04-05 13:00:00,2024-04-05 13:20:00,20,Medium,Non-Veg,3,3.0,High,UPI,False,False,6.666666666666667,1.0,April,Online,7.199999999999999,12.8,False,6,3,13,30.28645833333333
ORD096,Domino's,"Los Angeles, CA",2024-04-06 18:30:00,2024-04-06 18:50:00,20,Large,Veg,4,4.5,High,Card,True,True,4.444444444444445,0.8888888888888888,April,Online,10.8,9.200000000000001,False,12,3,18,30.25943396226415
ORD097,Papa John's,"Dallas, TX",2024-04-07 20:00:00,2024-04-07 20:25:00,25,Medium,Non-Veg,3,3.0,Medium,UPI,True,True,8.333333333333334,1.0,April,Online,7.199999999999999,17.8,False,6,2,20,28.18627450980392
ORD098,Little Caesars,"Chicago, IL",2024-04-08 19:15:00,2024-04-08 19:35:00,20,Small,Vegan,2,2.5,Low,Cash,True,False,8.0,0.8,April,Offline,6.0,14.0,False,2,1,19,28.84422110552764
ORD099,Pizza Hut,"Phoenix, AZ",2024-04-09 19:45:00,2024-04-09 20:10:00,25,XL,Cheese Burst,5,4.0,High,Wallet,True,False,6.25,1.25,April,Online,9.6,15.4,False,20,3,19,29.94845360824742
ORD100,Marco's Pizza,"Atlanta, GA",2024-04-10 13:00:00,2024-04-10 13:20:00,20,Medium,Non-Veg,3,3.5,Low,Card,False,False,5.714285714285714,0.8571428571428571,April,Online,8.4,11.6,False,6,1,13,30.28645833333333
ORD101,Domino's,"Seattle, WA",2024-04-11 18:30:00,2024-04-11 18:50:00,20,Large,Veg,4,4.5,Medium,UPI,True,False,4.444444444444445,0.8888888888888888,April,Online,10.8,9.200000000000001,False,12,2,18,30.25943396226415
ORD102,Papa John's,"Denver, CO",2024-04-12 20:15:00,2024-04-12 20:40:00,25,Small,Vegan,2,2.0,High,Cash,True,False,12.5,1.0,April,Offline,4.8,20.2,False,2,3,20,28.18627450980392
ORD103,Little Caesars,"Boston, MA",2024-04-13 18:30:00,2024-04-13 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,True,True,5.714285714285714,0.8571428571428571,April,Online,8.4,11.6,False,6,1,18,28.84422110552764
ORD104,Pizza Hut,"Chicago, IL",2024-04-14 19:45:00,2024-04-14 20:10:00,25,XL,Cheese Burst,5,4.0,Medium,Card,True,True,6.25,1.25,April,Online,9.6,15.4,False,20,2,19,29.94845360824742
ORD105,Marco's Pizza,"Miami, FL",2024-04-15 13:00:00,2024-04-15 13:20:00,20,Medium,Non-Veg,3,3.0,High,UPI,False,False,6.666666666666667,1.0,April,Online,7.199999999999999,12.8,False,6,3,13,30.28645833333333
ORD106,Domino's,"Los Angeles, CA",2024-04-16 18:30:00,2024-04-16 18:50:00,20,Large,Veg,4,4.5,Low,Cash,True,False,4.444444444444445,0.8888888888888888,April,Offline,10.8,9.200000000000001,False,12,1,18,30.25943396226415
ORD107,Papa John's,"Phoenix, AZ",2024-04-17 20:00:00,2024-04-17 20:25:00,25,Medium,Non-Veg,3,3.0,High,Wallet,True,False,8.333333333333334,1.0,April,Online,7.199999999999999,17.8,False,6,3,20,28.18627450980392
ORD108,Little Caesars,"Atlanta, GA",2024-04-18 19:15:00,2024-04-18 19:35:00,20,Small,Vegan,2,2.5,Low,Card,True,False,8.0,0.8,April,Online,6.0,14.0,False,2,1,19,28.84422110552764
ORD109,Pizza Hut,"Dallas, TX",2024-04-19 19:45:00,2024-04-19 20:10:00,25,XL,Cheese Burst,5,4.0,Medium,UPI,True,False,6.25,1.25,April,Online,9.6,15.4,False,20,2,19,29.94845360824742
ORD110,Marco's Pizza,"Seattle, WA",2024-04-20 13:00:00,2024-04-20 13:20:00,20,Medium,Non-Veg,3,3.5,High,Cash,False,True,5.714285714285714,0.8571428571428571,April,Offline,8.4,11.6,False,6,3,13,30.28645833333333
ORD111,Domino's,"Denver, CO",2024-04-21 18:30:00,2024-04-21 18:50:00,20,Large,Veg,4,4.5,Low,Wallet,True,True,4.444444444444445,0.8888888888888888,April,Online,10.8,9.200000000000001,False,12,1,18,30.25943396226415
ORD112,Papa John's,"Boston, MA",2024-04-22 20:15:00,2024-04-22 20:40:00,25,Small,Vegan,2,2.0,High,Card,True,False,12.5,1.0,April,Online,4.8,20.2,False,2,3,20,28.18627450980392
ORD113,Little Caesars,"Dallas, TX",2024-04-23 18:30:00,2024-04-23 18:50:00,20,Medium,Non-Veg,3,3.0,High,UPI,True,False,6.666666666666667,1.0,April,Online,7.199999999999999,12.8,False,6,3,18,28.84422110552764
ORD114,Pizza Hut,"Los Angeles, CA",2024-04-24 19:45:00,2024-04-24 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,True,False,5.555555555555555,1.111111111111111,April,Offline,10.8,14.2,False,20,1,19,29.94845360824742
ORD115,Marco's Pizza,"Chicago, IL",2024-04-25 13:00:00,2024-04-25 13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,False,False,5.714285714285714,0.8571428571428571,April,Online,8.4,11.6,False,6,2,13,30.28645833333333
